feature,spearman_raw_score,pearson_raw_score
tfidf_cosine,0.5007287956744801,0.43502005498212537
bm25_score,-0.42706758067261846,-0.4014242567038774
embedding_cosine,0.4247234575973639,0.28102193222941274
dp_embedding_cosine,-0.05868293412033978,-0.04886354729636781
kg_skill_coverage,nan,nan
skill_overlap_count,0.22550084435470388,0.2528439262485302
missing_skill_ratio,-0.20442564412782868,-0.21376996962072858
requirement_coverage,0.20441368207222993,0.21376996962072856
title_or_category_match,nan,nan
